cutoff,endpoint,positive_trajectory,negative_trajectory,positive_role_score,negative_role_score,positive_node_popularity,negative_node_popularity,role_agnostic_win,typed_structure_win,nested_structure_plus_evidence_win
2019,validated_closure,graphene/rGO -> resistive sensor -> resistance/conductivity change -> wireless/IoT,Au -> humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9578809893,0.9569014774,0.9411476614,0.9381274998,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> resistive sensor -> resistance/conductivity change -> wireless/IoT,Cu/Ni -> pressure sensor -> capacitance change -> wearable/flexible electronics,0.9578809893,0.9582891193,0.9411476614,0.9457187168,0.0,1.0,0.0
2019,validated_closure,graphene/rGO -> strain sensor -> performance metric -> health monitoring,Ag/AgNW -> electrode -> current signal -> portable electronics,0.8374418415,0.8359317607,0.8420945229,0.8428699698,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> strain sensor -> performance metric -> health monitoring,Au -> pressure sensor -> voltage output -> robotics/tactile,0.8374418415,0.8389519223,0.8420945229,0.8439719207,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> strain sensor -> performance metric -> health monitoring,Ag/AgNW -> electrode -> frequency/wavelength signal -> environmental monitoring,0.8374418415,0.8352787528,0.8420945229,0.8438494817,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> strain sensor -> performance metric -> health monitoring,ZnO/oxide -> electrode -> physiological signal -> wearable/flexible electronics,0.8374418415,0.841482328,0.8420945229,0.8430740348,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> strain sensor -> performance metric -> health monitoring,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> HMI,0.8374418415,0.8396049302,0.8420945229,0.8387886703,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,CNT -> temperature sensor -> resistance/conductivity change -> motion monitoring,0.9868582157,0.9874295976,0.9850216309,0.9835931761,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> pressure sensor -> voltage output -> health monitoring,0.9868582157,0.9855521998,0.9850216309,0.984205371,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,PEDOT:PSS -> pressure sensor -> resistance/conductivity change -> motion monitoring,0.9868582157,0.9876744756,0.9850216309,0.9836748021,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,ZnO/oxide -> electrode -> resistance/conductivity change -> wearable/flexible electronics,0.9868582157,0.9861235817,0.9850216309,0.9868174027,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> motion monitoring,0.9868582157,0.9880826055,0.9850216309,0.9866541507,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> robotics/tactile,Ag/AgNW -> piezoelectric sensor -> voltage output -> motion monitoring,0.9564117215,0.9532283079,0.912496939,0.91278263,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> robotics/tactile,CNT -> electrode -> capacitance change -> robotics/tactile,0.9564117215,0.9529834299,0.912496939,0.912333687,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> robotics/tactile,Ag/AgNW -> temperature sensor -> current signal -> wearable/flexible electronics,0.9564117215,0.9540853808,0.912496939,0.9144559628,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> robotics/tactile,textile/yarn/fabric -> humidity sensor -> resistance/conductivity change -> environmental monitoring,0.9564117215,0.9557587136,0.912496939,0.9164966125,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> resistance/conductivity change -> robotics/tactile,PEDOT:PSS -> pressure sensor -> resistance/conductivity change -> robotics/tactile,0.9564117215,0.9573096074,0.912496939,0.9080891356,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> voltage output -> robotics/tactile,ZnO/oxide -> strain sensor -> mechanical deformation -> motion monitoring,0.8517672027,0.8539302914,0.7661823525,0.7656109705,0.0,0.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> voltage output -> robotics/tactile,graphene/rGO -> strain sensor -> frequency/wavelength signal -> portable electronics,0.8517672027,0.8545424863,0.7661823525,0.7711207248,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> voltage output -> robotics/tactile,nanomaterial -> electrode -> resistance/conductivity change -> wireless/IoT,0.8517672027,0.8526650886,0.7661823525,0.7587135744,0.0,1.0,0.0
2019,validated_closure,graphene/rGO -> tactile sensor -> voltage output -> robotics/tactile,ZnO/oxide -> humidity sensor -> resistance/conductivity change -> motion monitoring,0.8517672027,0.8590319158,0.7661823525,0.769773896,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> tactile sensor -> voltage output -> robotics/tactile,Ag/AgNW -> capacitive sensor -> physiological signal -> health monitoring,0.8517672027,0.8565423231,0.7661823525,0.7730389356,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> temperature sensor -> resistance/conductivity change -> robotics/tactile,CNT -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,0.9573912334,0.9572279814,0.9484940005,0.9464941637,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> temperature sensor -> resistance/conductivity change -> robotics/tactile,CNT -> strain sensor -> mechanical deformation -> health monitoring,0.9573912334,0.9591870051,0.9484940005,0.9493510734,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> temperature sensor -> resistance/conductivity change -> robotics/tactile,PEDOT:PSS -> pressure sensor -> voltage output -> wearable/flexible electronics,0.9573912334,0.960656273,0.9484940005,0.9487388785,0.0,0.0,1.0
2019,validated_closure,graphene/rGO -> temperature sensor -> resistance/conductivity change -> robotics/tactile,Cu/Ni -> pressure sensor -> capacitance change -> wearable/flexible electronics,0.9573912334,0.9582891193,0.9484940005,0.9457187168,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> temperature sensor -> resistance/conductivity change -> robotics/tactile,Ag/AgNW -> electrode -> frequency/wavelength signal -> wearable/flexible electronics,0.9573912334,0.9548608277,0.9484940005,0.9458003428,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> health monitoring,CNT -> strain sensor -> voltage output -> self-powered/energy storage,0.9418822953,0.9402497755,0.9471879847,0.9497183903,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> health monitoring,Cu/Ni -> pressure sensor -> voltage output -> motion monitoring,0.9418822953,0.944820831,0.9471879847,0.9491878214,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> health monitoring,Ag/AgNW -> electrode -> mechanical deformation -> motion monitoring,0.9418822953,0.9369847359,0.9471879847,0.9460860338,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> health monitoring,textile/yarn/fabric -> pH sensor -> resistance/conductivity change -> health monitoring,0.9418822953,0.9420455473,0.9471879847,0.9413517264,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> health monitoring,CNT -> strain sensor -> frequency/wavelength signal -> wearable/flexible electronics,0.9418822953,0.9373112399,0.9471879847,0.9489837564,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> self-powered/energy storage,graphene/rGO -> biosensor/electrochemical -> current signal -> environmental monitoring,0.9302914048,0.928495633,0.8078116072,0.8045465676,1.0,0.0,1.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> self-powered/energy storage,Au -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,0.9302914048,0.9301281528,0.8078116072,0.8129132316,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> self-powered/energy storage,Ag/AgNW -> wearable/e-skin -> current signal -> wearable/flexible electronics,0.9302914048,0.9358419721,0.8078116072,0.809811444,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> self-powered/energy storage,Ag/AgNW -> electrode -> physiological signal -> HMI,0.9302914048,0.9293118929,0.8078116072,0.8169129051,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> triboelectric sensor -> voltage output -> self-powered/energy storage,Au -> electrode -> impedance signal -> health monitoring,0.9302914048,0.9212717329,0.8078116072,0.8149538813,1.0,0.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> health monitoring,0.9808178924,0.9813892743,0.9729817974,0.9745326912,0.0,0.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,graphene/rGO -> electrode -> optical/fluorescence -> wearable/flexible electronics,0.9808178924,0.9782058607,0.9729817974,0.9733899274,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> physiological signal -> motion monitoring,0.9808178924,0.9786139907,0.9729817974,0.9719614725,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,PPy/PANI -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9808178924,0.9820422823,0.9729817974,0.9709819607,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9808178924,0.9833891111,0.9729817974,0.9737164313,0.0,1.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> voltage output -> health monitoring,textile/yarn/fabric -> resistive sensor -> resistance/conductivity change -> self-powered/energy storage,0.8665415068,0.8691535385,0.9000489756,0.9039262101,0.0,0.0,0.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> voltage output -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> sweat/biomarker monitoring,0.8665415068,0.8592359807,0.9000489756,0.9027018203,1.0,1.0,1.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> voltage output -> health monitoring,Au -> electrode -> mechanical deformation -> motion monitoring,0.8665415068,0.8560933801,0.9000489756,0.9012733654,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> voltage output -> health monitoring,graphene/rGO -> pressure sensor -> voltage output -> portable electronics,0.8665415068,0.8611541915,0.9000489756,0.9071096237,1.0,0.0,0.0
2019,validated_closure,graphene/rGO -> wearable/e-skin -> voltage output -> health monitoring,TPU/PU -> strain sensor -> voltage output -> wearable/flexible electronics,0.8665415068,0.8662966288,0.9000489756,0.912945882,1.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,textile/yarn/fabric -> accelerometer/gyroscope -> mechanical deformation -> HMI,0.76969227,0.7464696759,0.2738143825,0.2822626724,1.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,PVDF -> piezoelectric sensor -> voltage output -> portable electronics,0.76969227,0.7266345604,0.2738143825,0.2663456044,1.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,PVDF -> piezoelectric sensor -> voltage output -> HMI,0.76969227,0.8022202269,0.2738143825,0.3025875439,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,PDMS/Ecoflex -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,0.76969227,0.7355317933,0.2738143825,0.301485593,1.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> sweat/biomarker monitoring,TPU/PU -> piezoelectric sensor -> voltage output -> self-powered/energy storage,0.76969227,0.8064647784,0.2738143825,0.2990368133,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,textile/yarn/fabric -> fiber sensor -> current signal -> health monitoring,0.801771284,0.8027099829,0.7051261122,0.7018610726,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,hydrogel -> pressure sensor -> frequency/wavelength signal -> health monitoring,0.801771284,0.8061382744,0.7051261122,0.7041057873,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,ionogel/ionic liquid -> pressure sensor -> resistance/conductivity change -> HMI,0.801771284,0.8075259163,0.7051261122,0.7047179822,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,Ag/AgNW -> capacitive sensor -> mechanical deformation -> motion monitoring,0.801771284,0.8115255897,0.7051261122,0.7075748918,0.0,0.0,0.0
2019,validated_closure,hydrogel -> biosensor/electrochemical -> current signal -> wearable/flexible electronics,liquid metal -> gas/chemical sensor -> resistance/conductivity change -> wireless/IoT,0.801771284,0.8146273774,0.7051261122,0.7039425353,0.0,0.0,0.0
2019,validated_closure,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,metal -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,0.8436046037,0.849195984,0.6708023835,0.6740674231,0.0,1.0,1.0
2019,validated_closure,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,textile/yarn/fabric -> pressure sensor -> frequency/wavelength signal -> HMI,0.8436046037,0.8457268794,0.6708023835,0.6627214105,0.0,1.0,1.0
2019,validated_closure,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,textile/yarn/fabric -> gas/chemical sensor -> frequency/wavelength signal -> wireless/IoT,0.8436046037,0.8447881806,0.6708023835,0.6611705167,0.0,0.0,1.0
2019,validated_closure,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,Ag/AgNW -> electrode -> impedance signal -> robotics/tactile,0.8436046037,0.8362582646,0.6708023835,0.674679618,1.0,1.0,1.0
2019,validated_closure,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,PPy/PANI -> electrode -> capacitance change -> self-powered/energy storage,0.8436046037,0.8315239572,0.6708023835,0.6726797812,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,Ag/AgNW -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,0.9697167578,0.9702065138,0.9517590401,0.9528201779,0.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric -> pressure sensor -> physiological signal -> health monitoring,0.9697167578,0.9698800098,0.9517590401,0.9545343237,0.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,CNT -> electrode -> voltage output -> wireless/IoT,0.9697167578,0.9709411477,0.9517590401,0.9546975757,0.0,0.0,1.0
2019,validated_closure,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,graphene/rGO -> electrode -> current signal -> wireless/IoT,0.9697167578,0.9729001714,0.9517590401,0.9538405028,0.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> capacitance change -> wearable/flexible electronics,liquid metal -> electrode -> resistance/conductivity change -> motion monitoring,0.9697167578,0.9678393601,0.9517590401,0.9554322096,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> current signal -> health monitoring,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> self-powered/energy storage,0.8919271896,0.8897641009,0.9138437679,0.9190270182,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> current signal -> health monitoring,PDMS/Ecoflex -> triboelectric sensor -> resistance/conductivity change -> health monitoring,0.8919271896,0.8943351563,0.9138437679,0.9199657171,0.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> current signal -> health monitoring,ZnO/oxide -> electrode -> voltage output -> motion monitoring,0.8919271896,0.8975593829,0.9138437679,0.9174761244,0.0,0.0,1.0
2019,validated_closure,hydrogel -> electrode -> current signal -> health monitoring,textile/yarn/fabric -> electrode -> current signal -> self-powered/energy storage,0.8919271896,0.88866215,0.9138437679,0.9200881561,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> current signal -> health monitoring,PDMS/Ecoflex -> capacitive sensor -> resistance/conductivity change -> health monitoring,0.8919271896,0.8943351563,0.9138437679,0.9064974288,0.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> frequency/wavelength signal -> wireless/IoT,PVDF -> temperature sensor -> current signal -> health monitoring,0.5419557587,0.5442820994,0.579218023,0.5786058281,0.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> frequency/wavelength signal -> wireless/IoT,hydrogel -> pressure sensor -> capacitance change -> sweat/biomarker monitoring,0.5419557587,0.539629418,0.579218023,0.5818300547,1.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> frequency/wavelength signal -> wireless/IoT,PEDOT:PSS -> pressure sensor -> physiological signal -> robotics/tactile,0.5419557587,0.5378336462,0.579218023,0.5780752592,1.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> frequency/wavelength signal -> wireless/IoT,PDMS/Ecoflex -> wearable/e-skin -> resistance/conductivity change -> HMI,0.5419557587,0.5413027508,0.579218023,0.5739939597,1.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> frequency/wavelength signal -> wireless/IoT,Au -> resistive sensor -> optical/fluorescence -> health monitoring,0.5419557587,0.539629418,0.579218023,0.5752999755,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> impedance signal -> health monitoring,PEDOT:PSS -> electrode -> capacitance change -> portable electronics,0.7995265693,0.7979756755,0.7072075749,0.7015753816,1.0,1.0,0.0
2019,validated_closure,hydrogel -> electrode -> impedance signal -> health monitoring,textile/yarn/fabric -> optical sensor -> physiological signal -> wearable/flexible electronics,0.7995265693,0.7998938862,0.7072075749,0.7170843196,0.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> impedance signal -> health monitoring,Cu/Ni -> triboelectric sensor -> current signal -> health monitoring,0.7995265693,0.7986286834,0.7072075749,0.7197371643,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> impedance signal -> health monitoring,PET/PI/PVA -> electrode -> capacitance change -> environmental monitoring,0.7995265693,0.7924659211,0.7072075749,0.7002285528,1.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> impedance signal -> health monitoring,textile/yarn/fabric -> biosensor/electrochemical -> frequency/wavelength signal -> health monitoring,0.7995265693,0.7974042935,0.7072075749,0.7216553751,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> performance metric -> wearable/flexible electronics,PVDF -> pressure sensor -> frequency/wavelength signal -> health monitoring,0.6088482573,0.6131744347,0.5759529834,0.5768100563,0.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> performance metric -> wearable/flexible electronics,PVDF -> pressure sensor -> capacitance change -> self-powered/energy storage,0.6088482573,0.6059505347,0.5759529834,0.5724430659,1.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> performance metric -> wearable/flexible electronics,PET/PI/PVA -> temperature sensor -> resistance/conductivity change -> self-powered/energy storage,0.6088482573,0.6088482573,0.5759529834,0.5832176965,0.5,0.0,1.0
2019,validated_closure,hydrogel -> electrode -> performance metric -> wearable/flexible electronics,PEDOT:PSS -> humidity sensor -> resistance/conductivity change -> HMI,0.6088482573,0.6126030528,0.5759529834,0.5723614399,0.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> performance metric -> wearable/flexible electronics,Au -> humidity sensor -> mechanical deformation -> wearable/flexible electronics,0.6088482573,0.6026446821,0.5759529834,0.5779936332,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> voltage output -> environmental monitoring,graphene/rGO -> strain sensor -> physiological signal -> HMI,0.7482246347,0.7419802465,0.8916823116,0.8901314178,1.0,0.0,1.0
2019,validated_closure,hydrogel -> electrode -> voltage output -> environmental monitoring,Cu/Ni -> pressure sensor -> voltage output -> environmental monitoring,0.7482246347,0.7489184556,0.8916823116,0.8824585748,0.0,0.0,0.0
2019,validated_closure,hydrogel -> electrode -> voltage output -> environmental monitoring,Ag/AgNW -> triboelectric sensor -> resistance/conductivity change -> robotics/tactile,0.7482246347,0.738307077,0.8916823116,0.8908660518,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> voltage output -> environmental monitoring,graphene/rGO -> temperature sensor -> physiological signal -> motion monitoring,0.7482246347,0.7342257775,0.8916823116,0.8927026365,1.0,1.0,1.0
2019,validated_closure,hydrogel -> electrode -> voltage output -> environmental monitoring,textile/yarn/fabric -> triboelectric sensor -> resistance/conductivity change -> HMI,0.7482246347,0.737898947,0.8916823116,0.8846624765,1.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> health monitoring,textile/yarn/fabric -> strain sensor -> impedance signal -> wireless/IoT,0.7509591054,0.7511631704,0.785935842,0.7876908008,0.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> health monitoring,textile/yarn/fabric -> electrode -> performance metric -> health monitoring,0.7509591054,0.7500612195,0.785935842,0.7881397437,1.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> health monitoring,graphene/rGO -> strain sensor -> temperature/thermal signal -> robotics/tactile,0.7509591054,0.7570810546,0.785935842,0.786099094,0.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> health monitoring,silicone/elastomer -> electrode -> physiological signal -> motion monitoring,0.7509591054,0.7525916252,0.785935842,0.7924659211,0.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> health monitoring,hydrogel -> pressure sensor -> voltage output -> wireless/IoT,0.7509591054,0.7518569913,0.785935842,0.7942208799,0.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,ZnO/oxide -> electrode -> resistance/conductivity change -> sweat/biomarker monitoring,0.817565913,0.8156477022,0.8269529018,0.8243816831,1.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,graphene/rGO -> wearable/e-skin -> current signal -> motion monitoring,0.817565913,0.817688352,0.8269529018,0.8318096482,0.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,silicone/elastomer -> pressure sensor -> resistance/conductivity change -> robotics/tactile,0.817565913,0.8140559954,0.8269529018,0.8293200555,1.0,0.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,textile/yarn/fabric -> electrode -> mechanical deformation -> robotics/tactile,0.817565913,0.8115255897,0.8269529018,0.8267080238,1.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,PEDOT:PSS -> electrode -> voltage output -> robotics/tactile,0.817565913,0.8235246102,0.8269529018,0.8264223329,0.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> optical/fluorescence -> health monitoring,PDMS/Ecoflex -> strain sensor -> physiological signal -> portable electronics,0.4108236062,0.4056403559,0.6180719941,0.6175006122,1.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> optical/fluorescence -> health monitoring,silicone/elastomer -> capacitive sensor -> resistance/conductivity change -> wireless/IoT,0.4108236062,0.4108236062,0.6180719941,0.626846788,0.5,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> optical/fluorescence -> health monitoring,silicone/elastomer -> electrode -> voltage output -> sweat/biomarker monitoring,0.4108236062,0.404456779,0.6180719941,0.6144804506,1.0,0.0,0.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> optical/fluorescence -> health monitoring,PDMS/Ecoflex -> electrode -> frequency/wavelength signal -> wireless/IoT,0.4108236062,0.4033956412,0.6180719941,0.6103175251,1.0,1.0,1.0
2019,validated_closure,hydrogel -> gas/chemical sensor -> optical/fluorescence -> health monitoring,CNT -> pressure sensor -> frequency/wavelength signal -> HMI,0.4108236062,0.412905069,0.6180719941,0.6010121623,0.0,0.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> capacitance change -> motion monitoring,Ag/AgNW -> electrode -> voltage output -> robotics/tactile,0.9543710717,0.9563300955,0.9423312383,0.9424944902,0.0,0.0,0.0
2019,validated_closure,hydrogel -> strain sensor -> capacitance change -> motion monitoring,Ag/AgNW -> pressure sensor -> physiological signal -> health monitoring,0.9543710717,0.9571463554,0.9423312383,0.9420047343,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> capacitance change -> motion monitoring,PEDOT:PSS -> electrode -> resistance/conductivity change -> self-powered/energy storage,0.9543710717,0.9540853808,0.9423312383,0.9452697739,1.0,0.0,0.0
2019,validated_closure,hydrogel -> strain sensor -> capacitance change -> motion monitoring,graphene/rGO -> pressure sensor -> mechanical deformation -> health monitoring,0.9543710717,0.9551873316,0.9423312383,0.9454330259,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> capacitance change -> motion monitoring,Ag/AgNW -> electrode -> frequency/wavelength signal -> wearable/flexible electronics,0.9543710717,0.9548608277,0.9423312383,0.9458003428,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> HMI,CNT -> temperature sensor -> voltage output -> health monitoring,0.9422904253,0.9437596931,0.928414007,0.9296792099,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> HMI,textile/yarn/fabric -> pressure sensor -> capacitance change -> wireless/IoT,0.9422904253,0.9417190433,0.928414007,0.9256795364,1.0,0.0,0.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> HMI,CNT -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,0.9422904253,0.9389437597,0.928414007,0.9280875031,1.0,0.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> HMI,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> environmental monitoring,0.9422904253,0.944086197,0.928414007,0.9303730308,0.0,0.0,0.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> HMI,textile/yarn/fabric -> pressure sensor -> voltage output -> robotics/tactile,0.9422904253,0.9404946535,0.928414007,0.9256795364,1.0,0.0,0.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW -> electrode -> resistance/conductivity change -> environmental monitoring,0.9973879683,0.9970614644,0.9965717084,0.9969798384,1.0,0.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> pressure sensor -> resistance/conductivity change -> environmental monitoring,0.9973879683,0.9966533344,0.9965717084,0.9966533344,1.0,0.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9973879683,0.9982858542,0.9965717084,0.9961635785,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT -> strain sensor -> resistance/conductivity change -> environmental monitoring,0.9973879683,0.9982042282,0.9965717084,0.9971430904,0.0,1.0,1.0
2019,validated_closure,hydrogel -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,0.9973879683,0.9964900824,0.9965717084,0.9973879683,1.0,1.0,1.0
