paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_101018,MO_001,An Experimental and Numerical Study on the Cleaning of Pleated Bag Filters Using Low-Pressure Pulsed-Jets,2022,0,textile/yarn/fabric,pressure sensor,mechanical deformation,health monitoring,pressure sensor -> mechanical deformation -> health monitoring,textile/yarn/fabric -> pressure sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25,0,textile/fibre,mechanical,mechanical,healthcare,Higher-order recombination,"(0, 0, 0)"
P_102195,MO_001,Electrochemical Biosensors: Mechanism and Applications,2024,0,polymer/elastomer,biosensor/electrochemical,impedance signal,sweat/biomarker monitoring,biosensor/electrochemical -> impedance signal -> sweat/biomarker monitoring,polymer/elastomer -> biosensor/electrochemical -> impedance signal -> sweat/biomarker monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,gas/chemical,resistance/conductance,other,Material implementation,"(1, 0, 0)"
P_102195,MO_003,Electrochemical Biosensors: Mechanism and Applications,2024,0,Cu/Ni,gas/chemical sensor,chemical signal,sweat/biomarker monitoring,gas/chemical sensor -> chemical signal -> sweat/biomarker monitoring,Cu/Ni -> gas/chemical sensor -> chemical signal -> sweat/biomarker monitoring,3,0,0,1,0,2022-25,1,metal,gas/chemical,other,other,Higher-order recombination,"(0, 0, 0)"
P_102414,MO_001,Advances in Optical Biosensors: Bridging Optical Science and Biomedical Engineering with Biological Recognition Elements,2025,0,Au,biosensor/electrochemical,frequency/wavelength signal,sweat/biomarker monitoring,biosensor/electrochemical -> frequency/wavelength signal -> sweat/biomarker monitoring,Au -> biosensor/electrochemical -> frequency/wavelength signal -> sweat/biomarker monitoring,3,0,0,1,0,2022-25,1,metal,gas/chemical,frequency/wavelength,other,Application transfer,"(0, 0, 1)"
P_102560,MO_001,Developing smart tire pressure monitoring system: A performance evaluation of ESP32-C3 with ESP-NOW communication,2025,0,PMMA/PLA,pressure sensor,temperature/thermal signal,wireless/IoT,pressure sensor -> temperature/thermal signal -> wireless/IoT,PMMA/PLA -> pressure sensor -> temperature/thermal signal -> wireless/IoT,3,0,0,1,0,2022-25,0,other,mechanical,other,interface/readout,Multi-layer novelty,"(1, 1, 0)"
P_103634,MO_001,Screen-printed flexible carbon electrodes for efficient neural impulse transmission,2025,0,carbon black,electrode,resistance/conductivity change,health monitoring,electrode -> resistance/conductivity change -> health monitoring,carbon black -> electrode -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,0,carbon,bio/electrochemical,resistance/conductance,healthcare,Material implementation,"(1, 0, 0)"
P_MS3T_000042,MO_001,A Laminated Gravity‐Driven Liquid Metal‐Doped Hydrogel of Unparalleled Toughness and Conductivity,2023,0,hydrogel,wearable/e-skin,physiological signal,health monitoring,wearable/e-skin -> physiological signal -> health monitoring,hydrogel -> wearable/e-skin -> physiological signal -> health monitoring,3,0,0,1,0,2022-25,0,hydrogel/organogel,wearable/e-skin,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000053,MO_001,"Ultra‐Sensitive, Deformable, and Transparent Triboelectric Tactile Sensor Based on Micro‐Pyramid Patterned Ionic Hydrogel for Interactive Human–Machine Interfaces",2022,0,hydrogel,triboelectric sensor,voltage output,HMI,triboelectric sensor -> voltage output -> HMI,hydrogel -> triboelectric sensor -> voltage output -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,self-powered,voltage,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000054,MO_001,Progress of Research on Conductive Hydrogels in Flexible Wearable Sensors,2024,0,hydrogel,strain sensor,mechanical deformation,motion monitoring,strain sensor -> mechanical deformation -> motion monitoring,hydrogel -> strain sensor -> mechanical deformation -> motion monitoring,3,0,0,1,0,2022-25,1,hydrogel/organogel,mechanical,mechanical,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000054,MO_003,Progress of Research on Conductive Hydrogels in Flexible Wearable Sensors,2024,0,graphene/rGO,strain sensor,mechanical deformation,health monitoring,strain sensor -> mechanical deformation -> health monitoring,graphene/rGO -> strain sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,mechanical,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000054,MO_004,Progress of Research on Conductive Hydrogels in Flexible Wearable Sensors,2024,0,MXene,strain sensor,performance metric,health monitoring,strain sensor -> performance metric -> health monitoring,MXene -> strain sensor -> performance metric -> health monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000054,MO_005,Progress of Research on Conductive Hydrogels in Flexible Wearable Sensors,2024,0,hydrogel,pressure sensor,mechanical deformation,HMI,pressure sensor -> mechanical deformation -> HMI,hydrogel -> pressure sensor -> mechanical deformation -> HMI,3,0,0,1,0,2022-25,1,hydrogel/organogel,mechanical,mechanical,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000102,MO_001,Wearable Strain Sensors via Tough and Conductive Hydrogel-Based MoS<sub><b>2</b></sub> Composites for Real-Time Motion Tracking,2025,0,MoS2/TMD,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MoS2/TMD -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,other,mechanical,resistance/conductance,motion/human activity,Material implementation,"(1, 0, 0)"
P_MS3T_000112,MO_003,Soft Robotic‐Adapted Multimodal Sensors Derived from Entirely Intrinsic Self‐Healing and Stretchable Cross‐Linked Networks,2023,0,hydrogel,triboelectric sensor,voltage output,robotics/tactile,triboelectric sensor -> voltage output -> robotics/tactile,hydrogel -> triboelectric sensor -> voltage output -> robotics/tactile,3,0,0,1,0,2022-25,0,hydrogel/organogel,self-powered,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000151,MO_003,Smart materials for flexible electronics and devices: hydrogel,2024,0,graphene/rGO,gas/chemical sensor,temperature/thermal signal,wearable/flexible electronics,gas/chemical sensor -> temperature/thermal signal -> wearable/flexible electronics,graphene/rGO -> gas/chemical sensor -> temperature/thermal signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,carbon,gas/chemical,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000164,MO_001,"Ultrasensitive, stretchable, and transparent humidity sensor based on ion-conductive double-network hydrogel thin films",2022,0,hydrogel,humidity sensor,capacitance change,HMI,humidity sensor -> capacitance change -> HMI,hydrogel -> humidity sensor -> capacitance change -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,humidity/moisture,capacitance,other,Material implementation,"(1, 0, 0)"
P_MS3T_000175,MO_001,AI-Aided Gait Analysis with a Wearable Device Featuring a Hydrogel Sensor,2024,0,MXene,strain sensor,voltage output,wearable/flexible electronics,strain sensor -> voltage output -> wearable/flexible electronics,MXene -> strain sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,carbon,mechanical,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000180,MO_001,Intrinsically anti-freezing and anti-dehydration hydrogel for multifunctional wearable sensors,2022,0,hydrogel,capacitive sensor,capacitance change,motion monitoring,capacitive sensor -> capacitance change -> motion monitoring,hydrogel -> capacitive sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25,0,hydrogel/organogel,electrical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000240,MO_006,"Modern designs of electrochemical sensor platforms for environmental analyses: Principles, nanofabrication opportunities, and challenges",2023,0,polymer/elastomer,gas/chemical sensor,performance metric,wearable/flexible electronics,gas/chemical sensor -> performance metric -> wearable/flexible electronics,polymer/elastomer -> gas/chemical sensor -> performance metric -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,elastomer/polymer,gas/chemical,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000298,MO_002,3D Printed Conformal Strain and Humidity Sensors for Human Motion Prediction and Health Monitoring via Machine Learning,2023,0,TPU/PU,humidity sensor,resistance/conductivity change,health monitoring,humidity sensor -> resistance/conductivity change -> health monitoring,TPU/PU -> humidity sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,0,other,humidity/moisture,resistance/conductance,healthcare,Material implementation,"(1, 0, 0)"
P_MS3T_000299,MO_002,Knitting Elastic Conductive Fibers of MXene/Natural Rubber for Multifunctional Wearable Sensors,2024,0,MXene,tactile sensor,capacitance change,HMI,tactile sensor -> capacitance change -> HMI,MXene -> tactile sensor -> capacitance change -> HMI,3,0,0,1,0,2022-25,0,carbon,mechanical,capacitance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000306,MO_001,Bioinspired Stretchable MXene Deformation-Insensitive Hydrogel Temperature Sensors for Plant and Skin Electronics,2023,0,MXene,temperature sensor,resistance/conductivity change,HMI,temperature sensor -> resistance/conductivity change -> HMI,MXene -> temperature sensor -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,0,carbon,thermal,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000329,MO_001,Advances in wearable energy storage and harvesting systems,2025,0,CNT,wearable/e-skin,capacitance change,health monitoring,wearable/e-skin -> capacitance change -> health monitoring,CNT -> wearable/e-skin -> capacitance change -> health monitoring,3,0,0,1,0,2022-25,1,carbon,wearable/e-skin,capacitance,healthcare,Transduction novelty,"(0, 1, 0)"
P_MS3T_000351,MO_001,Highly Strain‐Stable Intrinsically Stretchable Olfactory Sensors for Imperceptible Health Monitoring,2023,0,polymer/elastomer,gas/chemical sensor,current signal,rehabilitation,gas/chemical sensor -> current signal -> rehabilitation,polymer/elastomer -> gas/chemical sensor -> current signal -> rehabilitation,3,0,0,1,0,2022-25,0,elastomer/polymer,gas/chemical,current,other,Application transfer,"(0, 0, 1)"
P_MS3T_000357,MO_001,A wearable conductive hydrogel with triple network reinforcement inspired by bio-fibrous scaffolds for real-time quantitatively sensing compression force exerted on fruit surface,2024,0,hydrogel,strain sensor,resistance/conductivity change,portable electronics,strain sensor -> resistance/conductivity change -> portable electronics,hydrogel -> strain sensor -> resistance/conductivity change -> portable electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000394,MO_004,Recent Advances in Nanowire-Based Wearable Physical Sensors,2023,0,Au,temperature sensor,resistance/conductivity change,wearable/flexible electronics,temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Au -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,metal,thermal,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000404,MO_001,Swift Assembly of Adaptive Thermocell Arrays for Device-Level Healable and Energy-Autonomous Motion Sensors,2023,0,MXene,electrode,voltage output,motion monitoring,electrode -> voltage output -> motion monitoring,MXene -> electrode -> voltage output -> motion monitoring,3,0,0,1,0,2022-25,0,carbon,bio/electrochemical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000485,MO_002,Electro-spun nanofibers-based triboelectric nanogenerators in wearable electronics: status and perspectives,2025,0,PVDF,tactile sensor,voltage output,environmental monitoring,tactile sensor -> voltage output -> environmental monitoring,PVDF -> tactile sensor -> voltage output -> environmental monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,mechanical,voltage,environmental,Material implementation,"(1, 0, 0)"
P_MS3T_000485,MO_007,Electro-spun nanofibers-based triboelectric nanogenerators in wearable electronics: status and perspectives,2025,0,liquid metal,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,liquid metal -> electrode -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,metal,bio/electrochemical,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000535,MO_004,Innovative Material-Based Wearable Non-Invasive Electrochemical Sweat Sensors towards Biomedical Applications,2024,0,graphene/rGO,electrode,chemical signal,wearable/flexible electronics,electrode -> chemical signal -> wearable/flexible electronics,graphene/rGO -> electrode -> chemical signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,carbon,bio/electrochemical,other,wearable/e-skin,Transduction novelty,"(0, 1, 0)"
P_MS3T_000535,MO_009,Innovative Material-Based Wearable Non-Invasive Electrochemical Sweat Sensors towards Biomedical Applications,2024,0,hydrogel,gas/chemical sensor,chemical signal,health monitoring,gas/chemical sensor -> chemical signal -> health monitoring,hydrogel -> gas/chemical sensor -> chemical signal -> health monitoring,3,0,0,1,0,2022-25,1,hydrogel/organogel,gas/chemical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000535,MO_011,Innovative Material-Based Wearable Non-Invasive Electrochemical Sweat Sensors towards Biomedical Applications,2024,0,PPy/PANI,biosensor/electrochemical,voltage output,health monitoring,biosensor/electrochemical -> voltage output -> health monitoring,PPy/PANI -> biosensor/electrochemical -> voltage output -> health monitoring,3,0,0,1,0,2022-25,1,conductive polymer,gas/chemical,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000535,MO_013,Innovative Material-Based Wearable Non-Invasive Electrochemical Sweat Sensors towards Biomedical Applications,2024,0,Ag/AgNW,biosensor/electrochemical,chemical signal,motion monitoring,biosensor/electrochemical -> chemical signal -> motion monitoring,Ag/AgNW -> biosensor/electrochemical -> chemical signal -> motion monitoring,3,0,0,1,0,2022-25,1,metal,gas/chemical,other,motion/human activity,Application transfer,"(0, 0, 1)"
P_MS3T_000583,MO_002,Hybrid Nanomaterials: A Brief Overview of Versatile Solutions for Sensor Technology in Healthcare and Environmental Applications,2024,0,MXene,gas/chemical sensor,resistance/conductivity change,health monitoring,gas/chemical sensor -> resistance/conductivity change -> health monitoring,MXene -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,1,carbon,gas/chemical,resistance/conductance,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000614,MO_002,Advancing Wearable Technologies with Hydrogels: Innovations and Future Perspectives,2025,0,hydrogel,piezoelectric sensor,voltage output,motion monitoring,piezoelectric sensor -> voltage output -> motion monitoring,hydrogel -> piezoelectric sensor -> voltage output -> motion monitoring,3,0,0,1,0,2022-25,1,hydrogel/organogel,self-powered,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000620,MO_001,Liquid Metal-Based Flexible and Wearable Sensor for Functional Human–Machine Interface,2022,0,liquid metal,wearable/e-skin,resistance/conductivity change,motion monitoring,wearable/e-skin -> resistance/conductivity change -> motion monitoring,liquid metal -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,metal,wearable/e-skin,resistance/conductance,motion/human activity,Material implementation,"(1, 0, 0)"
P_MS3T_000643,MO_001,A Hydrogel-Based Electronic Skin for Touch Detection Using Electrical Impedance Tomography,2023,0,hydrogel,wearable/e-skin,resistance/conductivity change,HMI,wearable/e-skin -> resistance/conductivity change -> HMI,hydrogel -> wearable/e-skin -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,wearable/e-skin,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000656,MO_001,Pattern design of a liquid metal-based wearable heater for constant heat generation under biaxial strain,2023,0,liquid metal,electrode,resistance/conductivity change,wireless/IoT,electrode -> resistance/conductivity change -> wireless/IoT,liquid metal -> electrode -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2022-25,0,metal,bio/electrochemical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000668,MO_002,"Recent progress in multifunctional, reconfigurable, integrated liquid metal-based stretchable sensors and standalone systems",2023,0,silicone/elastomer,pressure sensor,resistance/conductivity change,environmental monitoring,pressure sensor -> resistance/conductivity change -> environmental monitoring,silicone/elastomer -> pressure sensor -> resistance/conductivity change -> environmental monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,mechanical,resistance/conductance,environmental,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000668,MO_003,"Recent progress in multifunctional, reconfigurable, integrated liquid metal-based stretchable sensors and standalone systems",2023,0,PDMS/Ecoflex,accelerometer/gyroscope,resistance/conductivity change,wearable/flexible electronics,accelerometer/gyroscope -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex -> accelerometer/gyroscope -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,elastomer/polymer,mechanical,resistance/conductance,wearable/e-skin,Multi-layer novelty,"(1, 1, 0)"
P_MS3T_000668,MO_013,"Recent progress in multifunctional, reconfigurable, integrated liquid metal-based stretchable sensors and standalone systems",2023,0,PDMS/Ecoflex,strain sensor,physiological signal,health monitoring,strain sensor -> physiological signal -> health monitoring,PDMS/Ecoflex -> strain sensor -> physiological signal -> health monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,mechanical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000668,MO_014,"Recent progress in multifunctional, reconfigurable, integrated liquid metal-based stretchable sensors and standalone systems",2023,0,PET/PI/PVA,electrode,physiological signal,health monitoring,electrode -> physiological signal -> health monitoring,PET/PI/PVA -> electrode -> physiological signal -> health monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,bio/electrochemical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000680,MO_001,Synergistic Enhancement Properties of a Flexible Integrated PAN/PVDF Piezoelectric Sensor for Human Posture Recognition,2022,0,Ag/AgNW,pressure sensor,voltage output,motion monitoring,pressure sensor -> voltage output -> motion monitoring,Ag/AgNW -> pressure sensor -> voltage output -> motion monitoring,3,0,0,1,0,2022-25,0,metal,mechanical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000729,MO_001,Wearable bioelectronics based on emerging nanomaterials for telehealth applications,2025,0,Ag/AgNW,strain sensor,mechanical deformation,wireless/IoT,strain sensor -> mechanical deformation -> wireless/IoT,Ag/AgNW -> strain sensor -> mechanical deformation -> wireless/IoT,3,0,0,1,0,2022-25,1,metal,mechanical,mechanical,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000729,MO_002,Wearable bioelectronics based on emerging nanomaterials for telehealth applications,2025,0,Ag/AgNW,electrode,chemical signal,wireless/IoT,electrode -> chemical signal -> wireless/IoT,Ag/AgNW -> electrode -> chemical signal -> wireless/IoT,3,0,0,1,0,2022-25,1,metal,bio/electrochemical,other,interface/readout,Transduction novelty,"(0, 1, 0)"
P_MS3T_000786,MO_001,Electrophoretic digital colorimetry integrated with electrochemical sweat sensor,2025,0,CNT,pH sensor,voltage output,wearable/flexible electronics,pH sensor -> voltage output -> wearable/flexible electronics,CNT -> pH sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,carbon,gas/chemical,voltage,wearable/e-skin,Material implementation,"(1, 0, 0)"
P_MS3T_000806,MO_001,"Embedment of sensing elements for robust, highly sensitive, and cross-talk–free iontronic skins for robotics applications",2023,0,CNT,pressure sensor,capacitance change,robotics/tactile,pressure sensor -> capacitance change -> robotics/tactile,CNT -> pressure sensor -> capacitance change -> robotics/tactile,3,0,0,1,0,2022-25,0,carbon,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000826,MO_003,A Pressure and Temperature Dual-Parameter Sensor Based on a Composite Material for Electronic Wearable Devices,2023,0,CNT,wearable/e-skin,current signal,motion monitoring,wearable/e-skin -> current signal -> motion monitoring,CNT -> wearable/e-skin -> current signal -> motion monitoring,3,0,0,1,0,2022-25,0,carbon,wearable/e-skin,current,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000862,MO_001,Tough and Robust Mechanically Interlocked Gel–Elastomer Hybrid Electrode for Soft Strain Gauge,2023,0,textile/yarn/fabric,strain sensor,resistance/conductivity change,wireless/IoT,strain sensor -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2022-25,0,textile/fibre,mechanical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000920,MO_001,Stretchable Sensors: Novel Human Motion Monitoring Wearables,2023,0,graphene/rGO,tactile sensor,resistance/conductivity change,motion monitoring,tactile sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO -> tactile sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,carbon,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000980,MO_004,Flexible brain electronic sensors advance wearable brain-computer interface,2025,0,MXene,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,MXene -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,carbon,electrical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000982,MO_001,Implantable physical sensors for in vivo organ monitoring,2025,0,carbon black,strain sensor,resistance/conductivity change,wireless/IoT,strain sensor -> resistance/conductivity change -> wireless/IoT,carbon black -> strain sensor -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2022-25,1,carbon,mechanical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000982,MO_004,Implantable physical sensors for in vivo organ monitoring,2025,0,Au,pressure sensor,frequency/wavelength signal,health monitoring,pressure sensor -> frequency/wavelength signal -> health monitoring,Au -> pressure sensor -> frequency/wavelength signal -> health monitoring,3,0,0,1,0,2022-25,1,metal,mechanical,frequency/wavelength,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_000982,MO_005,Implantable physical sensors for in vivo organ monitoring,2025,0,Au,resistive sensor,resistance/conductivity change,wireless/IoT,resistive sensor -> resistance/conductivity change -> wireless/IoT,Au -> resistive sensor -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2022-25,1,metal,electrical,resistance/conductance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001008,MO_002,Flexible Strain Sensors Based on Bionic Parallel Vein-like Structures for Human Motion Monitoring,2024,0,CNT,pressure sensor,current signal,motion monitoring,pressure sensor -> current signal -> motion monitoring,CNT -> pressure sensor -> current signal -> motion monitoring,3,0,0,1,0,2022-25,0,carbon,mechanical,current,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001051,MO_005,Highly Sensitive MXene/MMT-Based Hydrogel for Wearable Sensors and Flexible Supercapacitors,2025,0,MXene,temperature sensor,resistance/conductivity change,rehabilitation,temperature sensor -> resistance/conductivity change -> rehabilitation,MXene -> temperature sensor -> resistance/conductivity change -> rehabilitation,3,0,0,1,0,2022-25,0,carbon,thermal,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001051,MO_006,Highly Sensitive MXene/MMT-Based Hydrogel for Wearable Sensors and Flexible Supercapacitors,2025,0,hydrogel,tactile sensor,resistance/conductivity change,HMI,tactile sensor -> resistance/conductivity change -> HMI,hydrogel -> tactile sensor -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001088,MO_002,MXene Based Sensing Materials: Current Status and Future Perspectives,2022,0,MXene,strain sensor,mechanical deformation,health monitoring,strain sensor -> mechanical deformation -> health monitoring,MXene -> strain sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,mechanical,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001119,MO_001,Dual-Responsive Starch Hydrogels via Physicochemical Crosslinking for Wearable Pressure and Ultra-Sensitive Humidity Sensing,2025,0,hydrogel,pressure sensor,performance metric,health monitoring,pressure sensor -> performance metric -> health monitoring,hydrogel -> pressure sensor -> performance metric -> health monitoring,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001137,MO_001,Flexible Ti3C2Tx-Polyurethane Electrodes for Versatile Wearable Applications,2024,0,MXene,pressure sensor,capacitance change,wearable/flexible electronics,pressure sensor -> capacitance change -> wearable/flexible electronics,MXene -> pressure sensor -> capacitance change -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,carbon,mechanical,capacitance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001184,MO_013,"Progress and Strategies of Wearable Sensors in Human Health Monitoring Based on Physiological, Biochemical, and Environmental Signals",2025,0,Ag/AgNW,gas/chemical sensor,chemical signal,wearable/flexible electronics,gas/chemical sensor -> chemical signal -> wearable/flexible electronics,Ag/AgNW -> gas/chemical sensor -> chemical signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,metal,gas/chemical,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001218,MO_001,"Multifunctional Sensor for Strain, Pressure, and UV Light Detections Using Polyaniline and ZnO Nanostructures on a Flexible Substrate",2025,0,PPy/PANI,strain sensor,capacitance change,motion monitoring,strain sensor -> capacitance change -> motion monitoring,PPy/PANI -> strain sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25,0,conductive polymer,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001218,MO_002,"Multifunctional Sensor for Strain, Pressure, and UV Light Detections Using Polyaniline and ZnO Nanostructures on a Flexible Substrate",2025,0,PPy/PANI,pressure sensor,capacitance change,motion monitoring,pressure sensor -> capacitance change -> motion monitoring,PPy/PANI -> pressure sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25,0,conductive polymer,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001291,MO_001,Heterogeneous Multi-Material Flexible Piezoresistive Sensor with High Sensitivity and Wide Measurement Range,2023,0,graphene/rGO,resistive sensor,current signal,motion monitoring,resistive sensor -> current signal -> motion monitoring,graphene/rGO -> resistive sensor -> current signal -> motion monitoring,3,0,0,1,0,2022-25,0,carbon,electrical,current,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001301,MO_001,Preparation and Characterization of Highly Conductive PVDF/PAN Conjugate Electrospun Fibrous Membranes with Embedded Silver Nanoparticles,2024,0,PVDF,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PVDF -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,elastomer/polymer,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001409,MO_001,A Piezoelectric Sensor Based on MWCNT-Enhanced Polyvinyl Chloride Gel for Contact Perception of Grippers,2025,0,CNT,piezoelectric sensor,voltage output,robotics/tactile,piezoelectric sensor -> voltage output -> robotics/tactile,CNT -> piezoelectric sensor -> voltage output -> robotics/tactile,3,0,0,1,0,2022-25,0,carbon,self-powered,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001411,MO_001,Core–Sheath Fiber-Based Triboelectric Nanogenerators for Energy Harvesting and Self-Powered Straight-Arm Sit-Up Sensing,2023,0,textile/yarn/fabric,electrode,voltage output,motion monitoring,electrode -> voltage output -> motion monitoring,textile/yarn/fabric -> electrode -> voltage output -> motion monitoring,3,0,0,1,0,2022-25,0,textile/fibre,bio/electrochemical,voltage,motion/human activity,Higher-order recombination,"(0, 0, 0)"
