paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
P_028933,MO_001,Comparison of Electronic Fruits for Impact Detection on a Laboratory Scale,2013,0,TPU/PU,accelerometer/gyroscope,frequency/wavelength signal,HMI,accelerometer/gyroscope -> frequency/wavelength signal -> HMI,TPU/PU -> accelerometer/gyroscope -> frequency/wavelength signal -> HMI,3,0,0,1,0,2010-17
P_028947,MO_001,Flexible Microstructured Capacitive Pressure Sensors Using Laser Engraving and Graphitization from Natural Wood,2023,0,graphene/rGO,pressure sensor,capacitance change,motion monitoring,pressure sensor -> capacitance change -> motion monitoring,graphene/rGO -> pressure sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25
P_028990,MO_001,Flexible Pressure Sensors with a Sandwich Structure Based on Vertical Graphene Nanowalls by HFCVD,2023,0,graphene/rGO,pressure sensor,current signal,motion monitoring,pressure sensor -> current signal -> motion monitoring,graphene/rGO -> pressure sensor -> current signal -> motion monitoring,3,0,0,1,0,2022-25
P_029056,MO_001,Flexible Metal/Polymer Composite Films Embedded with Silver Nanowires as a Stretchable and Conductive Strain Sensor for Human Motion Monitoring,2019,0,Ag/AgNW,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_029200,MO_001,"Flexible, self-powered sensors for estimating human head kinematics relevant to concussions",2022,0,Ag/AgNW,strain sensor,voltage output,wearable/flexible electronics,strain sensor -> voltage output -> wearable/flexible electronics,Ag/AgNW -> strain sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029202,MO_001,"Biodegradable, self-powered E-skin for contactless respiratory and epidermal humidity monitoring",2025,0,MXene,humidity sensor,capacitance change,motion monitoring,humidity sensor -> capacitance change -> motion monitoring,MXene -> humidity sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25
P_029218,MO_001,Human Skin-Inspired Staggered Microstructures for Optimizing Sensitivity of Flexible Pressure Sensor,2025,0,PDMS/Ecoflex,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,PDMS/Ecoflex -> pressure sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
P_029252,MO_001,"Transparent, mechanically robust, low-temperature-tolerant, and stretchable ionogels enhanced by konjac glucomannan toward wireless strain sensors",2024,0,ionogel/ionic liquid,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,ionogel/ionic liquid -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029271,MO_001,Flexible capacitive pressure sensor sensitized by tilted micropillar structures fabricated by two-photon polymerization,2024,0,Ag/AgNW,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,Ag/AgNW -> pressure sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
P_029293,MO_001,Reduced graphene oxide-based highly sensitive pressure sensor for wearable electronics <i>via</i> an ordered structure and enhanced interlayer interaction mechanism,2020,0,graphene/rGO,resistive sensor,current signal,health monitoring,resistive sensor -> current signal -> health monitoring,graphene/rGO -> resistive sensor -> current signal -> health monitoring,3,0,0,1,0,2018-21
P_029332,MO_001,High stretchable and self-adhesive multifunctional hydrogel for wearable and flexible sensors,2024,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029332,MO_002,High stretchable and self-adhesive multifunctional hydrogel for wearable and flexible sensors,2024,0,hydrogel,electrode,impedance signal,HMI,electrode -> impedance signal -> HMI,hydrogel -> electrode -> impedance signal -> HMI,3,0,0,1,0,2022-25
P_029343,MO_001,Ultraconformable Freestanding Capacitors Based on Ultrathin Polyvinyl Formal Films,2018,0,Au,electrode,capacitance change,health monitoring,electrode -> capacitance change -> health monitoring,Au -> electrode -> capacitance change -> health monitoring,3,0,0,1,0,2018-21
P_029376,MO_001,3D Printed Robotic Hand with Embedded Touch Sensors,2020,0,Cu/Ni,pressure sensor,capacitance change,HMI,pressure sensor -> capacitance change -> HMI,Cu/Ni -> pressure sensor -> capacitance change -> HMI,3,0,0,1,0,2018-21
P_029379,MO_001,Recent advances in wearable iontronic sensors for healthcare applications,2023,0,hydrogel,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,hydrogel -> pressure sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
P_029388,MO_001,Highly adhesive chitosan/poly(vinyl alcohol) hydrogels <i>via</i> the synergy of phytic acid and boric acid and their application as highly sensitive and widely linear strain sensors,2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029403,MO_001,High toughness fully physical cross-linked double network organohydrogels for strain sensors with anti-freezing and anti-fatigue properties,2021,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_029429,MO_001,A highly sensitive wearable pressure sensor capsule based on PVA/Mxene composite gel,2022,0,MXene,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,MXene -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_029466,MO_001,Flexible and wearable strain sensor based on electrospun carbon sponge/polydimethylsiloxane composite for human motion detection,2021,0,PDMS/Ecoflex,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_029468,MO_001,A flexible and highly sensitive pressure sensor based on three-dimensional electrospun carbon nanofibers,2021,0,textile/yarn/fabric,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
P_029484,MO_001,Experimental Characterization of a Flexible Thermal Slip Sensor,2012,0,Au,temperature sensor,resistance/conductivity change,motion monitoring,temperature sensor -> resistance/conductivity change -> motion monitoring,Au -> temperature sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2010-17
P_029495,MO_001,Assessment and Certification of Neonatal Incubator Sensors through an Inferential Neural Network,2013,0,textile/yarn/fabric,temperature sensor,temperature/thermal signal,wireless/IoT,temperature sensor -> temperature/thermal signal -> wireless/IoT,textile/yarn/fabric -> temperature sensor -> temperature/thermal signal -> wireless/IoT,3,0,0,1,0,2010-17
P_029629,MO_006,"Wearable multifunctional soft sensor and contactless 3D scanner using supersonically sprayed silver nanowires, carbon nanotubes, zinc oxide, and PEDOT:PSS",2022,0,ZnO/oxide,humidity sensor,resistance/conductivity change,environmental monitoring,humidity sensor -> resistance/conductivity change -> environmental monitoring,ZnO/oxide -> humidity sensor -> resistance/conductivity change -> environmental monitoring,3,0,0,1,0,2022-25
P_029648,MO_001,Fabrication of AgCu/TiO<sub>2</sub> nanoparticle-based sensors for selective detection of xylene vapor,2022,0,ZnO/oxide,resistive sensor,performance metric,portable electronics,resistive sensor -> performance metric -> portable electronics,ZnO/oxide -> resistive sensor -> performance metric -> portable electronics,3,0,0,1,0,2022-25
P_029650,MO_001,Egg white/gelatin/carboxymethylcellulose superbly bonded and biocompatible flexible self-adhesive multifunctional sensor,2024,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029650,MO_002,Egg white/gelatin/carboxymethylcellulose superbly bonded and biocompatible flexible self-adhesive multifunctional sensor,2024,0,hydrogel,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029650,MO_003,Egg white/gelatin/carboxymethylcellulose superbly bonded and biocompatible flexible self-adhesive multifunctional sensor,2024,0,hydrogel,temperature sensor,resistance/conductivity change,wearable/flexible electronics,temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029650,MO_004,Egg white/gelatin/carboxymethylcellulose superbly bonded and biocompatible flexible self-adhesive multifunctional sensor,2024,0,hydrogel,humidity sensor,resistance/conductivity change,wearable/flexible electronics,humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> humidity sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029650,MO_005,Egg white/gelatin/carboxymethylcellulose superbly bonded and biocompatible flexible self-adhesive multifunctional sensor,2024,0,hydrogel,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,hydrogel -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029655,MO_001,Tough and self-healing waterborne polyurethane elastomers <i>via</i> hydrogen bonds and oxime–carbamate design for wearable flexible strain sensors,2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029689,MO_001,Tactile Superresolution and Biomimetic Hyperacuity,2015,0,textile/yarn/fabric,tactile sensor,capacitance change,robotics/tactile,tactile sensor -> capacitance change -> robotics/tactile,textile/yarn/fabric -> tactile sensor -> capacitance change -> robotics/tactile,3,0,0,1,0,2010-17
P_029709,MO_001,Superelastic and Ultra‐Soft MXene/CNF Aerogel@PDMS‐Based Dual‐Modal Pressure Sensor for Complex Stimuli Monitoring,2025,0,MXene,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,MXene -> pressure sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029710,MO_001,A temperature sensor implant for active implantable medical devices for in vivo subacute heating tests under MRI,2018,0,Ag/AgNW,electrode,resistance/conductivity change,wireless/IoT,electrode -> resistance/conductivity change -> wireless/IoT,Ag/AgNW -> electrode -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2018-21
P_029710,MO_002,A temperature sensor implant for active implantable medical devices for in vivo subacute heating tests under MRI,2018,0,Cu/Ni,electrode,voltage output,HMI,electrode -> voltage output -> HMI,Cu/Ni -> electrode -> voltage output -> HMI,3,0,0,1,0,2018-21
P_029726,MO_004,Unlocking the potential of perovskite-based nanomaterials for revolutionary smartphone-based sensor applications,2024,0,ZnO/oxide,temperature sensor,current signal,sweat/biomarker monitoring,temperature sensor -> current signal -> sweat/biomarker monitoring,ZnO/oxide -> temperature sensor -> current signal -> sweat/biomarker monitoring,3,0,0,1,0,2022-25
P_029782,MO_001,Soft artificial tactile sensors for the measurement of human-robot interaction in the rehabilitation of the lower limb,2010,0,silicone/elastomer,tactile sensor,voltage output,rehabilitation,tactile sensor -> voltage output -> rehabilitation,silicone/elastomer -> tactile sensor -> voltage output -> rehabilitation,3,0,0,1,0,2010-17
P_029855,MO_007,Nanomaterials-based electrochemical detection of chemical contaminants,2014,0,CNT,electrode,current signal,environmental monitoring,electrode -> current signal -> environmental monitoring,CNT -> electrode -> current signal -> environmental monitoring,3,0,0,1,0,2010-17
P_029855,MO_009,Nanomaterials-based electrochemical detection of chemical contaminants,2014,0,nanomaterial,biosensor/electrochemical,performance metric,environmental monitoring,biosensor/electrochemical -> performance metric -> environmental monitoring,nanomaterial -> biosensor/electrochemical -> performance metric -> environmental monitoring,3,0,0,1,0,2010-17
P_029870,MO_001,A 3-D Surface Reconstruction with Shadow Processing for Optical Tactile Sensors,2018,0,Cu/Ni,tactile sensor,mechanical deformation,motion monitoring,tactile sensor -> mechanical deformation -> motion monitoring,Cu/Ni -> tactile sensor -> mechanical deformation -> motion monitoring,3,0,0,1,0,2018-21
P_029924,MO_001,"Bio-based, self-adhesive, and self-healing ionogel with excellent mechanical properties for flexible strain sensor",2021,0,ionogel/ionic liquid,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,ionogel/ionic liquid -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_029926,MO_001,Selective Laser Sintering of Polydimethylsiloxane Composites,2023,0,PDMS/Ecoflex,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029934,MO_001,Highly sensitive flexible strain sensor based on microstructured biphasic hydrogels for human motion monitoring,2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_029987,MO_003,Revolutionizing Personalized Health: The Frontier of Wearable Biomolecule Sensors Through 3D Printing Innovation,2025,0,Au,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,Au -> gas/chemical sensor -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_029987,MO_005,Revolutionizing Personalized Health: The Frontier of Wearable Biomolecule Sensors Through 3D Printing Innovation,2025,0,hydrogel,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,hydrogel -> gas/chemical sensor -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_030238,MO_001,Printed Soft Sensor with Passivation Layers for the Detection of Object Slippage by a Robotic Gripper,2020,0,PET/PI/PVA,electrode,voltage output,robotics/tactile,electrode -> voltage output -> robotics/tactile,PET/PI/PVA -> electrode -> voltage output -> robotics/tactile,3,0,0,1,0,2018-21
P_030292,MO_001,Biopolymer-protected graphene-Fe<sub>3</sub>O<sub>4</sub> nanocomposite based wearable microneedle sensor: toward real-time continuous monitoring of dopamine,2024,0,graphene/rGO,electrode,current signal,wearable/flexible electronics,electrode -> current signal -> wearable/flexible electronics,graphene/rGO -> electrode -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_030323,MO_002,Flexible thermoelectric CMTs/KCl/gelatin composite for a wearable pressure and temperature sensor,2024,0,cellulose/cotton/silk,pressure sensor,voltage output,motion monitoring,pressure sensor -> voltage output -> motion monitoring,cellulose/cotton/silk -> pressure sensor -> voltage output -> motion monitoring,3,0,0,1,0,2022-25
P_030346,MO_001,PSS-dispersed dopamine triggered formation of PAA adhesive hydrogel as flexible wearable sensors,2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030453,MO_001,Pushing detectability and sensitivity for subtle force to new limits with shrinkable nanochannel structured aerogel,2022,0,MXene,resistive sensor,current signal,health monitoring,resistive sensor -> current signal -> health monitoring,MXene -> resistive sensor -> current signal -> health monitoring,3,0,0,1,0,2022-25
P_030550,MO_001,Cellulose based smart sensors,2022,0,graphene/rGO,strain sensor,resistance/conductivity change,wearable/flexible electronics,strain sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_030565,MO_001,Development of a flexible and stretchable tactile sensor array with two different structures for robotic hand application,2017,0,Cu/Ni,capacitive sensor,capacitance change,motion monitoring,capacitive sensor -> capacitance change -> motion monitoring,Cu/Ni -> capacitive sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2010-17
P_030565,MO_002,Development of a flexible and stretchable tactile sensor array with two different structures for robotic hand application,2017,0,Cu/Ni,capacitive sensor,capacitance change,robotics/tactile,capacitive sensor -> capacitance change -> robotics/tactile,Cu/Ni -> capacitive sensor -> capacitance change -> robotics/tactile,3,0,0,1,0,2010-17
P_030599,MO_001,A water destructible SnS<sub>2</sub>QD/PVA film based transient multifunctional sensor and machine learning assisted stimulus identification for non-invasive personal care diagnostics,2020,0,PET/PI/PVA,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,PET/PI/PVA -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_030612,MO_001,Electrospun Nanofibers Hybrid Wrinkled Micropyramidal Architectures for Elastic Self-Powered Tactile and Motion Sensors,2023,0,hydrogel,triboelectric sensor,voltage output,motion monitoring,triboelectric sensor -> voltage output -> motion monitoring,hydrogel -> triboelectric sensor -> voltage output -> motion monitoring,3,0,0,1,0,2022-25
P_030617,MO_001,"MXene, protein, and KCl-assisted ionic conductive hydrogels with excellent anti-freezing capabilities, self-adhesive, ultra-stretchability, and remarkable mechanical properties for a high-performance wearable flexible sensor",2024,0,MXene,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030750,MO_001,A Practical Strain Sensor Based on Ecoflex/Overlapping Graphene/Ecoflex Sandwich Structures for Vocal Fold Vibration and Body Motion Monitoring,2022,0,graphene/rGO,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_030777,MO_001,Calligraphic interdigitated capacitive sensors for green electronics,2024,0,polymer/elastomer,tactile sensor,capacitance change,HMI,tactile sensor -> capacitance change -> HMI,polymer/elastomer -> tactile sensor -> capacitance change -> HMI,3,0,0,1,0,2022-25
P_030793,MO_001,"Nature-inspired preparation of self-adhesive, frost-resistant, and ion-conductive hydrogels for flexible strain sensors",2022,0,MXene,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030809,MO_001,Preparation and application of electrical conductive composites with skin temperature-triggered attachable and on-demand detachable adhesion,2023,0,polymer/elastomer,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,polymer/elastomer -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_030823,MO_001,A Portable Triboelectric Nanogenerator for Real-Time Respiration Monitoring,2019,0,Cu/Ni,wearable/e-skin,voltage output,health monitoring,wearable/e-skin -> voltage output -> health monitoring,Cu/Ni -> wearable/e-skin -> voltage output -> health monitoring,3,0,0,1,0,2018-21
P_030830,MO_001,Structural effects of 3D printing resolution on the gauge factor of microcrack-based strain gauges for health care monitoring,2022,0,TPU/PU,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,TPU/PU -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_030864,MO_001,Fabrication and Performance of Graphene Flexible Pressure Sensor with Micro/Nano Structure,2021,0,graphene/rGO,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
P_030865,MO_001,High sensitivity graphene based health sensor with self-warning function,2023,0,graphene/rGO,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,graphene/rGO -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_030915,MO_001,A multifunctional self-healing underwater adhesive and injectable conductive composite hydrogel designed for flexible strain sensors,2025,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030924,MO_001,A flexible pressure sensor based on embedded cracks and stiffness-regulating layer with high detection limits and wide test ranges,2024,0,CNT,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,CNT -> pressure sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030928,MO_001,Real-time multiaxial strain mapping using computer vision integrated optical sensors,2023,0,PDMS/Ecoflex,optical sensor,resistance/conductivity change,motion monitoring,optical sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex -> optical sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_030943,MO_001,Real-time pressure mapping smart insole system based on a controllable vertical pore dielectric layer,2020,0,textile/yarn/fabric,pressure sensor,capacitance change,wireless/IoT,pressure sensor -> capacitance change -> wireless/IoT,textile/yarn/fabric -> pressure sensor -> capacitance change -> wireless/IoT,3,0,0,1,0,2018-21
P_030960,MO_001,Highly Stretchable Electrodes on Wrinkled Polydimethylsiloxane Substrates,2015,0,Ag/AgNW,electrode,resistance/conductivity change,motion monitoring,electrode -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> electrode -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2010-17
P_030971,MO_001,Optimization of Nanofiber Wearable Heart Rate Sensor Module for Human Motion Detection,2022,0,graphene/rGO,wearable/e-skin,resistance/conductivity change,health monitoring,wearable/e-skin -> resistance/conductivity change -> health monitoring,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_030996,MO_002,A Carbohydrate-based Elastomer with Tunable Properties for Sensing Applications,2018,0,PDMS/Ecoflex,strain sensor,current signal,motion monitoring,strain sensor -> current signal -> motion monitoring,PDMS/Ecoflex -> strain sensor -> current signal -> motion monitoring,3,0,0,1,0,2018-21
P_031030,MO_001,Multi-functional conductive hydrogels based on heparin–polydopamine complex reduced graphene oxide for epidermal sensing and chronic wound healing,2023,0,graphene/rGO,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031032,MO_001,Fabrication of assembled and welded Ag/W nanowire composite networks as electrodes for body motion monitoring and flexible heaters,2025,0,Ag/AgNW,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031032,MO_002,Fabrication of assembled and welded Ag/W nanowire composite networks as electrodes for body motion monitoring and flexible heaters,2025,0,Ag/AgNW,electrode,voltage output,wearable/flexible electronics,electrode -> voltage output -> wearable/flexible electronics,Ag/AgNW -> electrode -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031046,MO_002,Reduced graphene oxide today,2020,0,Ag/AgNW,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_031046,MO_003,Reduced graphene oxide today,2020,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_031046,MO_005,Reduced graphene oxide today,2020,0,graphene/rGO,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2018-21
P_031046,MO_023,Reduced graphene oxide today,2020,0,graphene/rGO,gas/chemical sensor,resistance/conductivity change,environmental monitoring,gas/chemical sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> environmental monitoring,3,0,0,1,0,2018-21
P_031085,MO_001,Feasibility of polyethylene film as both supporting material for transfer and target substrate for flexible strain sensor of CVD graphene grown on Cu foil,2017,0,graphene/rGO,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2010-17
P_031089,MO_001,A sensitive capacitive sensor fabricated by paper-based microfluidics for multi-parametric health monitoring,2025,0,Ag/AgNW,capacitive sensor,capacitance change,wearable/flexible electronics,capacitive sensor -> capacitance change -> wearable/flexible electronics,Ag/AgNW -> capacitive sensor -> capacitance change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031121,MO_001,Rubber artificial skin layer with flexible structure for shape estimation of micro-undulation surfaces,2020,0,carbon fiber,strain sensor,mechanical deformation,motion monitoring,strain sensor -> mechanical deformation -> motion monitoring,carbon fiber -> strain sensor -> mechanical deformation -> motion monitoring,3,0,0,1,0,2018-21
P_031122,MO_001,Self-powered flexible piezoelectric sensor based on magnetically aligned Ni@CF composites,2025,0,carbon fiber,piezoelectric sensor,voltage output,motion monitoring,piezoelectric sensor -> voltage output -> motion monitoring,carbon fiber -> piezoelectric sensor -> voltage output -> motion monitoring,3,0,0,1,0,2022-25
P_031125,MO_001,3D printed thermo-responsive electroconductive hydrogel and its application for motion sensor,2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031154,MO_001,CNTs/CNPs/PVA–Borax Conductive Self-Healing Hydrogel for Wearable Sensors,2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031157,MO_001,Robust Conductive Hydrogels with Ultrafast Self-Recovery and Nearly Zero Response Hysteresis for Epidermal Sensors,2021,0,hydrogel,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
P_031173,MO_001,"Fully Physically Crosslinked Conductive Hydrogel with Ultrastretchability, Transparency, and Self-Healing Properties for Strain Sensors",2023,0,hydrogel,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031197,MO_001,Modulus difference-induced embedding strategy to construct iontronic pressure sensor with high sensitivity and wide linear response range,2023,0,graphene/rGO,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,graphene/rGO -> pressure sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
P_031199,MO_003,"FLEXIBLE AND BIODEGRADABLE SENSORS: MATERIALS, MANUFACTURING TECHNOLOGY AND DEVICES ON ITS BASIS",2021,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_031210,MO_001,Integrated Fabrication of Novel Inkjet-Printed Silver Nanoparticle Sensors on Carbon Fiber Reinforced Nylon Composites,2021,0,carbon fiber,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,carbon fiber -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
