cutoff,method,rank,trajectory,material,sensor,signal,system,ranking_score,closed_in_future,validated_closure
2020,role_agnostic,30,graphene/rGO -> strain sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO,strain sensor,resistance/conductivity change,wireless/IoT,0.9981503922,1,1
2020,role_agnostic,31,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,motion monitoring,0.9980866127,0,0
2020,role_agnostic,32,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,strain sensor,resistance/conductivity change,wireless/IoT,0.9980228331,1,1
2020,role_agnostic,33,CNT -> strain sensor -> voltage output -> motion monitoring,CNT,strain sensor,voltage output,motion monitoring,0.9979590535,0,0
2020,role_agnostic,34,graphene/rGO -> resistive sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,health monitoring,0.9978952739,1,1
2020,role_agnostic,35,Ag/AgNW -> electrode -> resistance/conductivity change -> environmental monitoring,Ag/AgNW,electrode,resistance/conductivity change,environmental monitoring,0.9978314944,0,0
2020,role_agnostic,36,graphene/rGO -> resistive sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,motion monitoring,0.9977677148,1,1
2020,role_agnostic,37,Cu/Ni -> electrode -> resistance/conductivity change -> health monitoring,Cu/Ni,electrode,resistance/conductivity change,health monitoring,0.9977039352,0,0
2020,role_agnostic,38,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric,strain sensor,resistance/conductivity change,environmental monitoring,0.9976401556,0,0
2020,role_agnostic,39,CNT -> strain sensor -> resistance/conductivity change -> wireless/IoT,CNT,strain sensor,resistance/conductivity change,wireless/IoT,0.997576376,1,1
2020,role_agnostic,40,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> health monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,health monitoring,0.9975125965,0,0
2020,role_agnostic,41,graphene/rGO -> temperature sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,motion monitoring,0.9974488169,0,0
2020,role_agnostic,42,graphene/rGO -> electrode -> capacitance change -> health monitoring,graphene/rGO,electrode,capacitance change,health monitoring,0.9973850373,0,0
2020,role_agnostic,43,PPy/PANI -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PPy/PANI,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9973212577,0,0
2020,role_agnostic,44,hydrogel -> electrode -> resistance/conductivity change -> motion monitoring,hydrogel,electrode,resistance/conductivity change,motion monitoring,0.9972574782,0,0
2020,role_agnostic,45,Au -> electrode -> capacitance change -> wearable/flexible electronics,Au,electrode,capacitance change,wearable/flexible electronics,0.9971936986,0,0
2020,role_agnostic,46,graphene/rGO -> pressure sensor -> capacitance change -> health monitoring,graphene/rGO,pressure sensor,capacitance change,health monitoring,0.997129919,1,1
2020,role_agnostic,47,Ag/AgNW -> electrode -> physiological signal -> wearable/flexible electronics,Ag/AgNW,electrode,physiological signal,wearable/flexible electronics,0.9970661394,1,1
2020,role_agnostic,48,graphene/rGO -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,environmental monitoring,0.9970023598,1,1
2020,role_agnostic,49,Cu/Ni -> electrode -> resistance/conductivity change -> motion monitoring,Cu/Ni,electrode,resistance/conductivity change,motion monitoring,0.9969385803,0,0
2020,role_agnostic,50,graphene/rGO -> strain sensor -> capacitance change -> wearable/flexible electronics,graphene/rGO,strain sensor,capacitance change,wearable/flexible electronics,0.9968748007,0,0
2020,role_agnostic,51,Cu/Ni -> electrode -> voltage output -> wearable/flexible electronics,Cu/Ni,electrode,voltage output,wearable/flexible electronics,0.9968110211,0,0
2020,role_agnostic,52,graphene/rGO -> strain sensor -> voltage output -> motion monitoring,graphene/rGO,strain sensor,voltage output,motion monitoring,0.9967472415,0,0
2020,role_agnostic,53,textile/yarn/fabric -> strain sensor -> voltage output -> motion monitoring,textile/yarn/fabric,strain sensor,voltage output,motion monitoring,0.996683462,0,0
2020,role_agnostic,54,textile/yarn/fabric -> electrode -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,electrode,resistance/conductivity change,wireless/IoT,0.9966196824,0,0
2020,role_agnostic,55,Ag/AgNW -> strain sensor -> voltage output -> motion monitoring,Ag/AgNW,strain sensor,voltage output,motion monitoring,0.9965559028,0,0
2020,role_agnostic,56,PEDOT:PSS -> pressure sensor -> resistance/conductivity change -> motion monitoring,PEDOT:PSS,pressure sensor,resistance/conductivity change,motion monitoring,0.9964921232,0,0
2020,role_agnostic,57,CNT -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,CNT,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9964283436,0,0
2020,role_agnostic,58,ZnO/oxide -> strain sensor -> resistance/conductivity change -> health monitoring,ZnO/oxide,strain sensor,resistance/conductivity change,health monitoring,0.9963645641,0,0
2020,role_agnostic,59,TPU/PU -> strain sensor -> resistance/conductivity change -> health monitoring,TPU/PU,strain sensor,resistance/conductivity change,health monitoring,0.9963007845,1,1
2020,role_agnostic,60,textile/yarn/fabric -> temperature sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,temperature sensor,resistance/conductivity change,health monitoring,0.9962370049,0,0
2020,role_agnostic,61,graphene/rGO -> pressure sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,pressure sensor,resistance/conductivity change,environmental monitoring,0.9961732253,0,0
2020,role_agnostic,62,graphene/rGO -> strain sensor -> resistance/conductivity change -> portable electronics,graphene/rGO,strain sensor,resistance/conductivity change,portable electronics,0.9961094458,0,0
2020,role_agnostic,63,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9960456662,0,0
2020,role_agnostic,64,Ag/AgNW -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,0.9959818866,1,1
2020,role_agnostic,65,textile/yarn/fabric -> electrode -> physiological signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,physiological signal,wearable/flexible electronics,0.995918107,0,0
2020,role_agnostic,66,graphene/rGO -> strain sensor -> current signal -> health monitoring,graphene/rGO,strain sensor,current signal,health monitoring,0.9958543274,0,0
2020,role_agnostic,67,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9957905479,0,0
2020,role_agnostic,68,CNT -> strain sensor -> voltage output -> wearable/flexible electronics,CNT,strain sensor,voltage output,wearable/flexible electronics,0.9957267683,0,0
2020,role_agnostic,69,Au -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9956629887,0,0
2020,role_agnostic,70,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9955992091,0,0
2020,role_agnostic,71,PDMS/Ecoflex -> electrode -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,electrode,resistance/conductivity change,wearable/flexible electronics,0.9955354296,0,0
2020,role_agnostic,72,CNT -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,CNT,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,0.99547165,1,1
2020,role_agnostic,73,Au -> temperature sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,temperature sensor,resistance/conductivity change,wearable/flexible electronics,0.9954078704,0,0
2020,role_agnostic,74,Ag/AgNW -> temperature sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW,temperature sensor,resistance/conductivity change,health monitoring,0.9953440908,0,0
2020,role_agnostic,75,CNT -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,CNT,resistive sensor,resistance/conductivity change,wearable/flexible electronics,0.9952803112,1,1
2020,role_agnostic,76,hydrogel -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9952165317,0,0
2020,role_agnostic,77,graphene/rGO -> electrode -> capacitance change -> motion monitoring,graphene/rGO,electrode,capacitance change,motion monitoring,0.9951527521,1,0
2020,role_agnostic,78,graphene/rGO -> strain sensor -> capacitance change -> motion monitoring,graphene/rGO,strain sensor,capacitance change,motion monitoring,0.9950889725,0,0
2020,role_agnostic,79,graphene/rGO -> strain sensor -> current signal -> wearable/flexible electronics,graphene/rGO,strain sensor,current signal,wearable/flexible electronics,0.9950251929,0,0
2020,role_agnostic,80,textile/yarn/fabric -> pressure sensor -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,capacitance change,wearable/flexible electronics,0.9949614134,0,0
2020,role_agnostic,81,graphene/rGO -> pressure sensor -> resistance/conductivity change -> robotics/tactile,graphene/rGO,pressure sensor,resistance/conductivity change,robotics/tactile,0.9948976338,0,0
2020,role_agnostic,82,graphene/rGO -> strain sensor -> resistance/conductivity change -> self-powered/energy storage,graphene/rGO,strain sensor,resistance/conductivity change,self-powered/energy storage,0.9948338542,0,0
2020,role_agnostic,83,CNT -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,CNT,gas/chemical sensor,resistance/conductivity change,health monitoring,0.9947700746,0,0
2020,role_agnostic,84,hydrogel -> electrode -> resistance/conductivity change -> health monitoring,hydrogel,electrode,resistance/conductivity change,health monitoring,0.994706295,0,0
2020,role_agnostic,85,textile/yarn/fabric -> resistive sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,resistive sensor,resistance/conductivity change,health monitoring,0.9946425155,1,0
2020,role_agnostic,86,graphene/rGO -> electrode -> voltage output -> health monitoring,graphene/rGO,electrode,voltage output,health monitoring,0.9945787359,1,1
2020,role_agnostic,87,textile/yarn/fabric -> electrode -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,environmental monitoring,0.9945149563,0,0
2020,role_agnostic,88,graphene/rGO -> wearable/e-skin -> resistance/conductivity change -> motion monitoring,graphene/rGO,wearable/e-skin,resistance/conductivity change,motion monitoring,0.9944511767,1,1
2020,role_agnostic,89,PPy/PANI -> pressure sensor -> resistance/conductivity change -> health monitoring,PPy/PANI,pressure sensor,resistance/conductivity change,health monitoring,0.9943873972,0,0
2020,role_agnostic,90,graphene/rGO -> electrode -> resistance/conductivity change -> robotics/tactile,graphene/rGO,electrode,resistance/conductivity change,robotics/tactile,0.9943236176,0,0
2020,role_agnostic,91,PPy/PANI -> electrode -> resistance/conductivity change -> motion monitoring,PPy/PANI,electrode,resistance/conductivity change,motion monitoring,0.994259838,0,0
2020,role_agnostic,92,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW,resistive sensor,resistance/conductivity change,health monitoring,0.9941960584,0,0
2020,role_agnostic,93,textile/yarn/fabric -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,0.9941322788,0,0
2020,role_agnostic,94,textile/yarn/fabric -> electrode -> current signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,current signal,wearable/flexible electronics,0.9940684993,0,0
2020,role_agnostic,95,CNT -> electrode -> resistance/conductivity change -> wireless/IoT,CNT,electrode,resistance/conductivity change,wireless/IoT,0.9940047197,0,0
2020,role_agnostic,96,Cu/Ni -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9939409401,0,0
2020,role_agnostic,97,Ag/AgNW -> electrode -> voltage output -> motion monitoring,Ag/AgNW,electrode,voltage output,motion monitoring,0.9938771605,0,0
2020,role_agnostic,98,CNT -> temperature sensor -> resistance/conductivity change -> motion monitoring,CNT,temperature sensor,resistance/conductivity change,motion monitoring,0.993813381,0,0
2020,role_agnostic,99,CNT -> strain sensor -> capacitance change -> wearable/flexible electronics,CNT,strain sensor,capacitance change,wearable/flexible electronics,0.9937496014,0,0
2020,role_agnostic,100,ZnO/oxide -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,ZnO/oxide,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9936858218,0,0
2020,typed_structure,1,graphene/rGO -> electrode -> resistance/conductivity change -> health monitoring,graphene/rGO,electrode,resistance/conductivity change,health monitoring,0.9854263665,1,1
2020,typed_structure,2,CNT -> electrode -> resistance/conductivity change -> motion monitoring,CNT,electrode,resistance/conductivity change,motion monitoring,0.985199949,1,1
2020,typed_structure,3,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9847487085,1,1
2020,typed_structure,4,CNT -> electrode -> resistance/conductivity change -> wearable/flexible electronics,CNT,electrode,resistance/conductivity change,wearable/flexible electronics,0.9845780981,1,1
2020,typed_structure,5,CNT -> electrode -> resistance/conductivity change -> health monitoring,CNT,electrode,resistance/conductivity change,health monitoring,0.984362842,1,1
2020,typed_structure,6,Ag/AgNW -> electrode -> resistance/conductivity change -> health monitoring,Ag/AgNW,electrode,resistance/conductivity change,health monitoring,0.9837091013,0,0
2020,typed_structure,7,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,pressure sensor,resistance/conductivity change,motion monitoring,0.9835942981,0,0
2020,typed_structure,8,textile/yarn/fabric -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9828688054,1,1
2020,typed_structure,9,textile/yarn/fabric -> electrode -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,motion monitoring,0.9824972894,0,0
2020,typed_structure,10,graphene/rGO -> strain sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,strain sensor,resistance/conductivity change,environmental monitoring,0.981802092,1,1
2020,typed_structure,11,textile/yarn/fabric -> electrode -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,health monitoring,0.9817526628,0,0
2020,typed_structure,12,graphene/rGO -> gas/chemical sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,gas/chemical sensor,resistance/conductivity change,health monitoring,0.9816506155,1,0
2020,typed_structure,13,Cu/Ni -> electrode -> resistance/conductivity change -> wearable/flexible electronics,Cu/Ni,electrode,resistance/conductivity change,wearable/flexible electronics,0.9816219147,0,0
2020,typed_structure,14,Au -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,Au,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9814369539,1,0
2020,typed_structure,15,Ag/AgNW -> electrode -> capacitance change -> wearable/flexible electronics,Ag/AgNW,electrode,capacitance change,wearable/flexible electronics,0.9810271701,0,0
2020,typed_structure,16,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9796319918,0,0
2020,typed_structure,17,textile/yarn/fabric -> electrode -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,electrode,capacitance change,wearable/flexible electronics,0.9795586453,0,0
2020,typed_structure,18,graphene/rGO -> electrode -> current signal -> wearable/flexible electronics,graphene/rGO,electrode,current signal,wearable/flexible electronics,0.9790962434,1,1
2020,typed_structure,19,Ag/AgNW -> strain sensor -> resistance/conductivity change -> wireless/IoT,Ag/AgNW,strain sensor,resistance/conductivity change,wireless/IoT,0.9788331526,1,1
2020,typed_structure,20,graphene/rGO -> electrode -> capacitance change -> health monitoring,graphene/rGO,electrode,capacitance change,health monitoring,0.9780438803,0,0
2020,typed_structure,21,Cu/Ni -> strain sensor -> resistance/conductivity change -> motion monitoring,Cu/Ni,strain sensor,resistance/conductivity change,motion monitoring,0.9776261241,1,1
2020,typed_structure,22,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> wearable/flexible electronics,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,wearable/flexible electronics,0.9775719115,0,0
2020,typed_structure,23,Au -> electrode -> capacitance change -> wearable/flexible electronics,Au,electrode,capacitance change,wearable/flexible electronics,0.9773614389,0,0
2020,typed_structure,24,Au -> electrode -> resistance/conductivity change -> health monitoring,Au,electrode,resistance/conductivity change,health monitoring,0.9772211238,0,0
2020,typed_structure,25,textile/yarn/fabric -> strain sensor -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,strain sensor,resistance/conductivity change,wireless/IoT,0.9770489189,1,1
2020,typed_structure,26,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,MXene,strain sensor,resistance/conductivity change,motion monitoring,0.9769931118,1,1
2020,typed_structure,27,Cu/Ni -> electrode -> voltage output -> wearable/flexible electronics,Cu/Ni,electrode,voltage output,wearable/flexible electronics,0.9769022259,0,0
2020,typed_structure,28,textile/yarn/fabric -> electrode -> resistance/conductivity change -> wireless/IoT,textile/yarn/fabric,electrode,resistance/conductivity change,wireless/IoT,0.9768990369,0,0
2020,typed_structure,29,Ag/AgNW -> electrode -> resistance/conductivity change -> environmental monitoring,Ag/AgNW,electrode,resistance/conductivity change,environmental monitoring,0.9762197844,0,0
2020,typed_structure,30,graphene/rGO -> temperature sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,motion monitoring,0.976215001,0,0
2020,typed_structure,31,hydrogel -> pressure sensor -> resistance/conductivity change -> motion monitoring,hydrogel,pressure sensor,resistance/conductivity change,motion monitoring,0.9757892723,1,1
2020,typed_structure,32,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> health monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,health monitoring,0.9756696855,0,0
2020,typed_structure,33,graphene/rGO -> temperature sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,temperature sensor,resistance/conductivity change,environmental monitoring,0.9755453154,1,1
2020,typed_structure,34,textile/yarn/fabric -> pressure sensor -> capacitance change -> wearable/flexible electronics,textile/yarn/fabric,pressure sensor,capacitance change,wearable/flexible electronics,0.9754129727,0,0
2020,typed_structure,35,Cu/Ni -> electrode -> resistance/conductivity change -> health monitoring,Cu/Ni,electrode,resistance/conductivity change,health monitoring,0.975381083,0,0
2020,typed_structure,36,graphene/rGO -> pressure sensor -> resistance/conductivity change -> robotics/tactile,graphene/rGO,pressure sensor,resistance/conductivity change,robotics/tactile,0.9750526181,0,0
2020,typed_structure,37,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,motion monitoring,0.9749856496,0,0
2020,typed_structure,38,textile/yarn/fabric -> temperature sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,temperature sensor,resistance/conductivity change,health monitoring,0.9749123031,0,0
2020,typed_structure,39,graphene/rGO -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,graphene/rGO,resistive sensor,resistance/conductivity change,wearable/flexible electronics,0.974768799,0,0
2020,typed_structure,40,CNT -> strain sensor -> resistance/conductivity change -> robotics/tactile,CNT,strain sensor,resistance/conductivity change,robotics/tactile,0.9746906691,0,0
2020,typed_structure,41,graphene/rGO -> resistive sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,motion monitoring,0.9743143695,1,1
2020,typed_structure,42,graphene/rGO -> electrode -> voltage output -> health monitoring,graphene/rGO,electrode,voltage output,health monitoring,0.9742729128,1,1
2020,typed_structure,43,graphene/rGO -> resistive sensor -> resistance/conductivity change -> health monitoring,graphene/rGO,resistive sensor,resistance/conductivity change,health monitoring,0.9740385229,1,1
2020,typed_structure,44,CNT -> electrode -> resistance/conductivity change -> wireless/IoT,CNT,electrode,resistance/conductivity change,wireless/IoT,0.9739683653,0,0
2020,typed_structure,45,Ag/AgNW -> electrode -> voltage output -> motion monitoring,Ag/AgNW,electrode,voltage output,motion monitoring,0.9738519676,0,0
2020,typed_structure,46,PEDOT:PSS -> strain sensor -> resistance/conductivity change -> wearable/flexible electronics,PEDOT:PSS,strain sensor,resistance/conductivity change,wearable/flexible electronics,0.9735681485,0,0
2020,typed_structure,47,graphene/rGO -> strain sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO,strain sensor,resistance/conductivity change,wireless/IoT,0.9734501562,1,1
2020,typed_structure,48,Ag/AgNW -> electrode -> physiological signal -> wearable/flexible electronics,Ag/AgNW,electrode,physiological signal,wearable/flexible electronics,0.9732364947,1,1
2020,typed_structure,49,CNT -> electrode -> voltage output -> motion monitoring,CNT,electrode,voltage output,motion monitoring,0.9732157663,1,1
2020,typed_structure,50,CNT -> pressure sensor -> capacitance change -> wearable/flexible electronics,CNT,pressure sensor,capacitance change,wearable/flexible electronics,0.97236112,1,1
2020,typed_structure,51,Ag/AgNW -> electrode -> voltage output -> health monitoring,Ag/AgNW,electrode,voltage output,health monitoring,0.9723324192,0,0
2020,typed_structure,52,Au -> electrode -> current signal -> wearable/flexible electronics,Au,electrode,current signal,wearable/flexible electronics,0.9723228522,1,1
2020,typed_structure,53,graphene/rGO -> electrode -> capacitance change -> motion monitoring,graphene/rGO,electrode,capacitance change,motion monitoring,0.9719162574,1,0
2020,typed_structure,54,graphene/rGO -> pressure sensor -> capacitance change -> health monitoring,graphene/rGO,pressure sensor,capacitance change,health monitoring,0.9717504305,1,1
2020,typed_structure,55,graphene/rGO -> electrode -> resistance/conductivity change -> robotics/tactile,graphene/rGO,electrode,resistance/conductivity change,robotics/tactile,0.9716276548,0,0
2020,typed_structure,56,textile/yarn/fabric -> resistive sensor -> resistance/conductivity change -> health monitoring,textile/yarn/fabric,resistive sensor,resistance/conductivity change,health monitoring,0.9714187767,1,0
2020,typed_structure,57,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO,pressure sensor,resistance/conductivity change,wireless/IoT,0.9714171822,1,1
2020,typed_structure,58,graphene/rGO -> pressure sensor -> voltage output -> wearable/flexible electronics,graphene/rGO,pressure sensor,voltage output,wearable/flexible electronics,0.9714012373,0,0
2020,typed_structure,59,CNT -> electrode -> resistance/conductivity change -> self-powered/energy storage,CNT,electrode,resistance/conductivity change,self-powered/energy storage,0.971380509,0,0
2020,typed_structure,60,textile/yarn/fabric -> electrode -> voltage output -> motion monitoring,textile/yarn/fabric,electrode,voltage output,motion monitoring,0.970846355,0,0
2020,typed_structure,61,graphene/rGO -> pressure sensor -> voltage output -> health monitoring,graphene/rGO,pressure sensor,voltage output,health monitoring,0.9706486383,0,0
2020,typed_structure,62,textile/yarn/fabric -> electrode -> voltage output -> health monitoring,textile/yarn/fabric,electrode,voltage output,health monitoring,0.9705529689,0,0
2020,typed_structure,63,CNT -> electrode -> capacitance change -> health monitoring,CNT,electrode,capacitance change,health monitoring,0.9701575355,0,0
2020,typed_structure,64,graphene/rGO -> pressure sensor -> resistance/conductivity change -> environmental monitoring,graphene/rGO,pressure sensor,resistance/conductivity change,environmental monitoring,0.9699231456,0,0
2020,typed_structure,65,textile/yarn/fabric -> pressure sensor -> current signal -> health monitoring,textile/yarn/fabric,pressure sensor,current signal,health monitoring,0.9696361375,1,1
2020,typed_structure,66,textile/yarn/fabric -> electrode -> current signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,current signal,wearable/flexible electronics,0.9695723579,0,0
2020,typed_structure,67,textile/yarn/fabric -> electrode -> resistance/conductivity change -> environmental monitoring,textile/yarn/fabric,electrode,resistance/conductivity change,environmental monitoring,0.9695723579,0,0
2020,typed_structure,68,CNT -> strain sensor -> voltage output -> wearable/flexible electronics,CNT,strain sensor,voltage output,wearable/flexible electronics,0.9694862555,0,0
2020,typed_structure,69,Ag/AgNW -> resistive sensor -> resistance/conductivity change -> health monitoring,Ag/AgNW,resistive sensor,resistance/conductivity change,health monitoring,0.9688357038,0,0
2020,typed_structure,70,CNT -> pressure sensor -> voltage output -> wearable/flexible electronics,CNT,pressure sensor,voltage output,wearable/flexible electronics,0.9685742075,0,0
2020,typed_structure,71,Ag/AgNW -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9685726131,0,0
2020,typed_structure,72,Cu/Ni -> electrode -> voltage output -> health monitoring,Cu/Ni,electrode,voltage output,health monitoring,0.9684769437,0,0
2020,typed_structure,73,CNT -> strain sensor -> voltage output -> motion monitoring,CNT,strain sensor,voltage output,motion monitoring,0.968422731,0,0
2020,typed_structure,74,Ag/AgNW -> pressure sensor -> voltage output -> wearable/flexible electronics,Ag/AgNW,pressure sensor,voltage output,wearable/flexible electronics,0.9683717074,0,0
2020,typed_structure,75,Ag/AgNW -> pressure sensor -> current signal -> wearable/flexible electronics,Ag/AgNW,pressure sensor,current signal,wearable/flexible electronics,0.9683366286,0,0
2020,typed_structure,76,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9681245615,0,0
2020,typed_structure,77,graphene/rGO -> pressure sensor -> voltage output -> motion monitoring,graphene/rGO,pressure sensor,voltage output,motion monitoring,0.968122967,1,1
2020,typed_structure,78,textile/yarn/fabric -> electrode -> capacitance change -> health monitoring,textile/yarn/fabric,electrode,capacitance change,health monitoring,0.9680400536,0,0
2020,typed_structure,79,graphene/rGO -> electrode -> resistance/conductivity change -> HMI,graphene/rGO,electrode,resistance/conductivity change,HMI,0.9679268448,0,0
2020,typed_structure,80,textile/yarn/fabric -> pressure sensor -> voltage output -> health monitoring,textile/yarn/fabric,pressure sensor,voltage output,health monitoring,0.9678008801,0,0
2020,typed_structure,81,hydrogel -> electrode -> resistance/conductivity change -> motion monitoring,hydrogel,electrode,resistance/conductivity change,motion monitoring,0.9677291281,0,0
2020,typed_structure,82,Ag/AgNW -> pressure sensor -> current signal -> health monitoring,Ag/AgNW,pressure sensor,current signal,health monitoring,0.9676286753,0,0
2020,typed_structure,83,CNT -> strain sensor -> resistance/conductivity change -> environmental monitoring,CNT,strain sensor,resistance/conductivity change,environmental monitoring,0.9676270808,0,0
2020,typed_structure,84,hydrogel -> pressure sensor -> resistance/conductivity change -> wearable/flexible electronics,hydrogel,pressure sensor,resistance/conductivity change,wearable/flexible electronics,0.9675409784,0,0
2020,typed_structure,85,Au -> electrode -> resistance/conductivity change -> wireless/IoT,Au,electrode,resistance/conductivity change,wireless/IoT,0.9675377894,0,0
2020,typed_structure,86,textile/yarn/fabric -> pressure sensor -> capacitance change -> health monitoring,textile/yarn/fabric,pressure sensor,capacitance change,health monitoring,0.9673097774,0,0
2020,typed_structure,87,textile/yarn/fabric -> wearable/e-skin -> resistance/conductivity change -> wearable/flexible electronics,textile/yarn/fabric,wearable/e-skin,resistance/conductivity change,wearable/flexible electronics,0.9673097774,0,0
2020,typed_structure,88,CNT -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,CNT,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9672125136,0,0
2020,typed_structure,89,textile/yarn/fabric -> electrode -> physiological signal -> wearable/flexible electronics,textile/yarn/fabric,electrode,physiological signal,wearable/flexible electronics,0.9671854072,0,0
2020,typed_structure,90,textile/yarn/fabric -> gas/chemical sensor -> resistance/conductivity change -> motion monitoring,textile/yarn/fabric,gas/chemical sensor,resistance/conductivity change,motion monitoring,0.9670929268,0,0
